"platform","neighbourhood_id","room_type_id","kitchen","tv","wifi","gym","elevator","fridge","heating","hair_dryer","air_conditioning","hot_tub","oven","bbq","coffee","pool","balcony","furniture","microwave","beds","accommodates","bathrooms","bedrooms","price"
"airbnb",16,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,"3",4,"1","1","54.34"
"airbnb",3,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,"1",2,"1.5","1","83.81"
"airbnb",2,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,"2",3,NULL,"1","65.39"
"airbnb",16,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"1",1,NULL,NULL,"44.21"
"airbnb",14,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,"5",12,"1.5","5","83.81"
"airbnb",12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"45.13"
"airbnb",11,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"0",2,"1","1","92.10"
"airbnb",1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"0",2,"1.5","1","105.92"
"airbnb",5,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"2",3,"1.5","1","92.10"
"airbnb",15,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",14,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,NULL,3,NULL,NULL,NULL
"airbnb",10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,"1","40.52"
"airbnb",3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,"2",4,"1","1","102.23"
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"3",6,"1","2","74.60"
"airbnb",12,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",7,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"2",NULL
"airbnb",2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,"2",2,"1.5","1","281.83"
"airbnb",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",6,NULL,NULL,"119.73"
"airbnb",13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",6,"1","1","135.39"
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1.5","2","103.15"
"airbnb",6,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,"1",2,"1.5","1","137.23"
"airbnb",5,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"55.26"
"airbnb",4,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"2",4,"1","2","164.86"
"booking",16,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"103.4375000000000000"
"airbnb",15,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,NULL,8,NULL,"1",NULL
"airbnb",22,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,"3",8,"2","3","131.70"
"airbnb",17,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"4",3,NULL,"1","37.76"
"airbnb",6,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",4,NULL,"2","60.79"
"airbnb",16,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"3",4,"1","1","64.47"
"airbnb",15,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"booking",2,4,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"179.0000000000000000"
"airbnb",7,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"1",2,"1","1","131.70"
"airbnb",3,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"0",4,"1","0","56.18"
"airbnb",16,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,NULL,3,NULL,"1",NULL
"airbnb",20,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1.5","3","71.84"
"airbnb",18,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","92.10"
"airbnb",16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3,"1","1","63.55"
"airbnb",15,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,NULL,2,NULL,"1","55.26"
"airbnb",5,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",5,"1.5","2","68.15"
"airbnb",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",6,"3","3","276.30"
"airbnb",4,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"1",2,"1","1","74.60"
"airbnb",7,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",20,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"1",2,"1","1","93.94"
"airbnb",10,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,"2",4,"1","2","122.49"
"booking",17,4,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"183.8571428571428571"
"airbnb",9,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","0","72.76"
"airbnb",15,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1",NULL
"booking",10,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"103.4375000000000000"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,"2",2,"1","1","59.87"
"airbnb",4,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,"2",4,"1.5","1","87.50"
"airbnb",10,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1",NULL
"airbnb",20,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","1","78.28"
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1.5","2","87.50"
"airbnb",15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4,NULL,"1","49.73"
"airbnb",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"72.76"
"airbnb",2,2,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","80.13"
"airbnb",9,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"2",4,"2.5","2","268.01"
"airbnb",6,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"2","2","211.83"
"airbnb",1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",3,NULL,"1","115.12"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"4",8,"1.5","3","76.44"
"booking",4,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"261.7500000000000000"
"airbnb",2,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"3",4,"1","1","263.41"
"airbnb",14,2,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,"1",2,"1","1","92.10"
"airbnb",12,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"1",2,"1","1","75.52"
"airbnb",6,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1",NULL
"airbnb",16,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,NULL,"1","69.08"
"airbnb",11,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,"3",4,"1","2","82.89"
"airbnb",5,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",3,"1","1","76.44"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1.5","1","57.10"
"airbnb",19,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1",4,"1","3","128.94"
"airbnb",8,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,"1",2,"1.5","0","65.39"
"airbnb",1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,"1",2,"1.5","1","167.62"
"airbnb",12,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"3",6,"1","1","1200.00"
"airbnb",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"32.23"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"3",4,"1.5","2","72.76"
"airbnb",16,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,"3",6,NULL,"2","82.89"
"airbnb",1,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"1",1,NULL,NULL,"60.79"
"airbnb",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"2",6,"2.5","2","166.70"
"booking",20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"137.8333333333333333"
"airbnb",15,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,NULL,"1","82.89"
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,"3",2,"1","1","72.76"
"airbnb",6,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"1",3,"1","1","116.05"
"airbnb",3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,"2",3,"1.5","1","82.89"
"airbnb",16,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,NULL,"2","34.08"
"booking",6,4,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"109.4375000000000000"
"airbnb",20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"67.23"
"airbnb",18,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"12.89"
"airbnb",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"14.74"
"airbnb",9,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","118.81"
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"4",7,"1.5","2","287.35"
"airbnb",3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"1",3,"1","1","101.31"
"airbnb",20,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","1","52.50"
"airbnb",10,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,"1",2,"1","1","59.87"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1","2","95.78"
"airbnb",9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"13.82"
"booking",11,4,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"55.3750000000000000"
"airbnb",5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",5,NULL,"2","98.55"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"1",2,"1","1","85.65"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","66.31"
"airbnb",4,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,"2",4,"1.5","2","104.99"
"airbnb",17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"12.89"
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"4",8,"1.5","2","141.83"
"airbnb",10,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"1",3,"1","1","57.10"
"airbnb",12,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,"1",2,"1","1","41.45"
"airbnb",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7",7,NULL,NULL,"110.52"
"airbnb",3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",3,"1","0","66.31"
"airbnb",8,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,"1",2,"1.5","0","235.78"
"airbnb",10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",3,"1","1","79.21"
"airbnb",1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",3,"1.5","1","176.83"
"airbnb",22,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"2","1","26.71"
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"1",4,"1","1","58.02"
"booking",3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"316.0000000000000000"
"airbnb",16,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",4,"1","1","62.63"
"airbnb",10,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"5",10,NULL,"3","110.52"
"airbnb",5,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"booking",4,4,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,NULL,NULL,NULL,NULL,"169.3750000000000000"
"airbnb",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4,NULL,NULL,"46.05"
"airbnb",18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"2",4,"1","1","111.44"
"airbnb",16,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",2,"1","1","26.71"
"airbnb",20,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"1",5,NULL,"1","73.68"
"airbnb",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",6,NULL,NULL,"118.81"
"airbnb",16,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"13.82"
"airbnb",3,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,"4",8,"1.5","3","322.35"
"airbnb",7,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",6,"1","2","143.68"
"airbnb",16,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","1","44.21"
"airbnb",18,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,"3",6,"2","3","251.43"
"airbnb",1,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,"2",3,"1","1","79.21"
"airbnb",9,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"2",4,"1","2","101.31"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,"2",5,NULL,"2","89.34"
"airbnb",10,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2",4,NULL,"2","73.68"
"airbnb",12,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"2",4,"1","1","78.28"
"airbnb",22,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,"1",2,"1.5","1","110.52"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","79.21"
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",5,"1.5","2","117.89"
"airbnb",9,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"19.34"
"airbnb",8,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",9,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NULL,2,NULL,"2",NULL
"airbnb",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3,"1","1","106.84"
"airbnb",6,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,NULL,4,NULL,"1",NULL
"airbnb",15,2,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,"2",2,NULL,NULL,"26.71"
"airbnb",20,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,"1",4,"1","1","59.87"
"booking",5,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"123.0000000000000000"
"airbnb",8,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",4,"1","1","64.47"
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",4,"1","1","74.60"
"airbnb",16,2,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",3,"1","1","65.39"
"booking",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"92.8125000000000000"
"airbnb",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3,NULL,NULL,"92.10"
"airbnb",12,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,NULL,6,NULL,"3",NULL
"airbnb",4,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,"2",4,NULL,"1","61.71"
"airbnb",22,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,"1",2,NULL,NULL,"23.03"
"booking",7,4,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"172.0000000000000000"
"airbnb",2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"2",4,"1","1","87.50"
"airbnb",4,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","47.89"
"airbnb",16,2,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,"1",2,NULL,NULL,"30.39"
"airbnb",9,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,"2",2,"1","1","96.70"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1.5","1","77.36"
"airbnb",22,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,"7",12,"2.5","5","165.78"
"airbnb",14,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"43.29"
"airbnb",10,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",12,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",9,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","81.97"
"airbnb",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,NULL,NULL,"15.66"
"airbnb",15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3,NULL,NULL,"73.68"
"airbnb",22,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,NULL,4,NULL,"2",NULL
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","54.34"
"airbnb",4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"3",5,"1","1","106.84"
"booking",21,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,NULL,NULL,NULL,NULL,"438.0000000000000000"
"airbnb",16,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,"1",2,"1","1","73.68"
"airbnb",7,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,"5",8,"1","3","217.36"
"airbnb",20,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1","2","69.08"
"airbnb",5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","82.89"
"airbnb",10,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"1",1,"1","1","32.23"
"airbnb",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,NULL,4,NULL,"1",NULL
"booking",10,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"78.5625000000000000"
"booking",16,4,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"128.6250000000000000"
"airbnb",7,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",19,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,"4",6,"2.5","2","101.31"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,"1",2,"1","1","93.02"
"airbnb",21,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","25.79"
"airbnb",4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"1",3,"1","1","184.20"
"airbnb",19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,NULL,"1",NULL
"airbnb",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",6,NULL,NULL,"223.80"
"airbnb",2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2",4,"1","2","101.31"
"airbnb",14,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"3",6,"1.5","3","92.10"
"airbnb",16,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"2",5,"1","1","83.81"
"airbnb",2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"1",4,"1.5","1","75.52"
"airbnb",10,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,NULL,NULL,"46.05"
"airbnb",9,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"3",4,"1.5","1","96.70"
"airbnb",8,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,NULL,3,NULL,"2",NULL
"airbnb",11,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,"7",11,NULL,"4","165.78"
"airbnb",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",6,NULL,NULL,"67.23"
"airbnb",22,2,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,"1",2,"1","1","61.71"
"airbnb",17,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",2,"1","1","48.81"
"airbnb",18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,"1",3,"1","0","54.34"
"airbnb",18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",5,NULL,NULL,"129.86"
"airbnb",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"38.68"
"airbnb",9,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"4",8,"1.5","3","93.02"
"airbnb",5,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","81.05"
"airbnb",22,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,"1",2,"1","1","94.86"
"airbnb",10,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"3",6,"1","1","48.81"
"airbnb",2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",6,"1","2","88.42"
"booking",10,2,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"124.3750000000000000"
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,"3",5,"2.5","2","103.15"
"airbnb",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,NULL,NULL,"65.39"
"airbnb",19,2,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",6,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"2",3,"1","2","66.31"
"airbnb",20,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,"2","1","39.60"
"airbnb",8,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"1",3,NULL,"1","60.79"
"airbnb",4,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"2",2,"1","1","81.97"
"airbnb",6,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,"4",4,"1","1","145.52"
"airbnb",15,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,NULL,4,NULL,"1",NULL
"airbnb",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"101.31"
"airbnb",10,2,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,"1",3,NULL,NULL,"29.47"
"booking",10,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"126.6153846153846154"
"airbnb",4,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",14,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,"6",6,NULL,"3","253.28"
"booking",1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"322.6250000000000000"
"airbnb",18,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"2","2","73.68"
"airbnb",9,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0",3,"1","1","41.45"
"airbnb",9,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,NULL,"1","47.89"
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"4",4,"1","2","89.34"
