"platform","neighbourhood_id","room_type_id","kitchen","tv","wifi","gym","elevator","fridge","heating","hair_dryer","air_conditioning","hot_tub","oven","bbq","coffee","pool","balcony","furniture","microwave","beds","accommodates","bathrooms","bedrooms","price"
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1","1","64.47"
"airbnb",22,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,"1",1,"1","1","86.57"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"3",6,"1","1","85.65"
"airbnb",5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,NULL,"1","101.31"
"airbnb",9,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",23,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,"2",4,"1.5","2","99.47"
"airbnb",10,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,"3",3,NULL,"1","147.36"
"airbnb",14,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"2",4,NULL,"1","100.39"
"airbnb",17,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"2",3,"1","1","80.13"
"airbnb",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",8,NULL,NULL,"332.48"
"airbnb",9,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"1",2,"1","1","82.89"
"booking",16,4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"154.1875000000000000"
"airbnb",15,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,"1",2,NULL,NULL,"32.23"
"airbnb",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"77.36"
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"1",2,"1","0","41.45"
"airbnb",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",5,NULL,NULL,"85.65"
"airbnb",8,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",16,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"1",1,"1","0","35.92"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1","2","87.50"
"airbnb",12,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"3",4,"1","2","100.39"
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,"4",3,"1","1","107.76"
"airbnb",20,2,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,"1",2,NULL,NULL,"48.81"
"airbnb",5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"4",4,"1.5","2","128.94"
"airbnb",20,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"2",4,NULL,"1","41.45"
"airbnb",23,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1",NULL
"airbnb",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",8,NULL,NULL,"307.61"
"booking",7,4,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"241.3750000000000000"
"airbnb",10,2,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,"1",2,"1.5","1","29.47"
"booking",10,4,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"176.2500000000000000"
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",4,"1","1","78.28"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"3",4,"1","1","61.71"
"airbnb",10,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"5",4,"1","0","39.60"
"airbnb",14,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"2",4,"1","1","56.18"
"airbnb",20,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"7",16,"7","7","664.04"
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","1","53.42"
"booking",2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"142.0000000000000000"
"airbnb",1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,"2",4,"1.5","2","217.36"
"airbnb",3,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"2",4,"1","1","99.47"
"airbnb",2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,"2",4,"1","1","161.18"
"airbnb",3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"13.82"
"airbnb",20,2,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,"1",3,"1","1","62.63"
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",4,"1","1","386.82"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"2",3,"1","0","113.28"
"booking",15,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"149.2500000000000000"
"airbnb",3,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"2",2,"1","1","75.52"
"airbnb",20,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1.5","0","45.13"
"booking",15,4,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"163.0000000000000000"
"airbnb",10,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,"1",2,"1","1","113.28"
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",4,"1","1","115.12"
"airbnb",12,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","44.21"
"airbnb",2,2,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,"1",2,"1","1","69.08"
"airbnb",6,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",16,2,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1","1","42.37"
"airbnb",2,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"5",5,"1","1","281.83"
"airbnb",3,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","0","32.23"
"airbnb",16,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","0","43.29"
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,NULL,3,NULL,"1",NULL
"airbnb",9,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"5",NULL
"airbnb",15,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,NULL,4,NULL,NULL,NULL
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"2",5,"1","2","157.49"
"airbnb",2,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",1,"1","1","23.03"
"booking",12,4,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"59.1875000000000000"
"airbnb",10,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"1",2,"1","1","124.34"
"airbnb",17,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,"2",4,"1","1","146.44"
"airbnb",12,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",2,"1","1","216.44"
"airbnb",10,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"2",4,"1","1","53.42"
"airbnb",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"5",5,NULL,"2","96.70"
"airbnb",17,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,"1",2,"1","1","50.66"
"airbnb",20,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"1",2,NULL,"1","43.29"
"airbnb",3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",6,"1.5","1","72.76"
"airbnb",5,2,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",2,"1","1","36.84"
"airbnb",10,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","1","48.81"
"airbnb",21,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,NULL,3,NULL,NULL,NULL
"airbnb",10,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"1",2,NULL,"1","35.92"
"airbnb",5,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,"1",2,"1.5","0","62.63"
"airbnb",17,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"2",4,"1","1","77.36"
"airbnb",6,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"4",4,"1","2","89.34"
"airbnb",4,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"4",4,"1.5","1","229.33"
"airbnb",14,2,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",1,NULL,NULL,"32.23"
"airbnb",16,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"3",4,"1","2","87.50"
"airbnb",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"94.86"
"airbnb",18,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,"1","2","51.58"
"airbnb",6,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,10,NULL,"3",NULL
"airbnb",3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,"2",3,"1","1","92.10"
"airbnb",19,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"2",4,"1","1","53.42"
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"3",6,NULL,"2","63.55"
"airbnb",14,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,"2",4,"1","1","46.05"
"airbnb",10,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",3,"1","1","37.76"
"airbnb",18,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",10,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"2",4,"1","1","72.76"
"airbnb",2,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","73.68"
"airbnb",3,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,"2",4,"1.5","2","133.55"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",4,"1","1","82.89"
"airbnb",9,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",14,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1","1","47.89"
"booking",21,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,"71.9090909090909091"
"airbnb",12,2,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,"2",3,NULL,NULL,"88.42"
"airbnb",20,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,"1",1,"1","1","22.10"
"airbnb",12,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,"2",4,NULL,"1","103.15"
"airbnb",18,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"2",4,"1","1","110.52"
"airbnb",10,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,"4",5,"2.5","3","91.18"
"airbnb",20,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"2",6,"1","2","77.36"
"airbnb",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",5,NULL,NULL,"99.47"
"airbnb",5,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,NULL,"1","69.08"
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,"4",7,NULL,"3","83.81"
"airbnb",15,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,"16",16,"0","0","127.10"
"airbnb",2,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,"4",4,"1","1","46.05"
"airbnb",8,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","0","54.34"
"airbnb",2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,3,NULL,"1",NULL
"airbnb",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"47.89"
"airbnb",10,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1.5","1","45.13"
"airbnb",2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1","1","51.58"
"booking",16,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,NULL,NULL,NULL,NULL,"91.5000000000000000"
"airbnb",21,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,"2",4,"1","1","96.70"
"airbnb",8,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,NULL,NULL,"54.34"
"airbnb",20,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"2",3,"1","1","66.31"
"airbnb",7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","1","61.71"
"airbnb",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,NULL,NULL,"82.89"
"airbnb",19,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,"1",4,"1","1","93.02"
"airbnb",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL
"airbnb",2,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,2,NULL,NULL,NULL
"airbnb",14,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,"3",6,"1","2","92.10"
"airbnb",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,"2",4,"1","2","484.45"
"airbnb",22,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,"1",2,"1","0","54.34"
"airbnb",13,2,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,"1.5","1","30.39"
"airbnb",2,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"booking",2,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,"121.5000000000000000"
"airbnb",15,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,"1",3,"1","1","98.55"
"airbnb",10,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"2",4,NULL,NULL,"32.23"
"airbnb",22,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1",4,"1.5","1","50.66"
"airbnb",22,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",15,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"2",4,NULL,"1","64.47"
"airbnb",17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4,"1","1","98.55"
"airbnb",9,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"2",4,"1","1","119.73"
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,"2",4,"1.5","0","76.44"
"airbnb",1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"1",2,"1","1","137.23"
"airbnb",1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"3",5,"1","2","110.52"
"airbnb",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4,NULL,NULL,"127.10"
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,NULL,4,NULL,"2",NULL
"airbnb",3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"1",2,"1","1","133.55"
"airbnb",22,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,"3",6,"1.5","3","71.84"
"airbnb",10,2,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,NULL,4,NULL,NULL,NULL
"airbnb",8,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,NULL,4,NULL,"1",NULL
"airbnb",19,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,"2",3,NULL,"1","71.84"
"airbnb",20,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,NULL,2,NULL,"1",NULL
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",4,"1","1","90.26"
"airbnb",16,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"2",4,"1","2","121.57"
"airbnb",4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",2,"1","1","16.58"
"airbnb",6,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"2",3,"1.5","1","147.36"
"airbnb",10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",3,"1","2","69.08"
"airbnb",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",5,NULL,NULL,"126.18"
"airbnb",16,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,"3",4,"1","1","81.05"
"airbnb",4,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",2,NULL,"1","80.13"
"airbnb",5,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","1","65.39"
"airbnb",1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3",5,"1","2","427.00"
"airbnb",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",5,NULL,"2","184.20"
"airbnb",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",5,NULL,NULL,"109.60"
"airbnb",16,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"2",3,"1.5","2","72.76"
"airbnb",16,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"0",4,"1","1","59.87"
"airbnb",10,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1","1","116.97"
"airbnb",22,2,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,NULL,2,NULL,NULL,NULL
"airbnb",5,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",7,"1.5","2","92.10"
"airbnb",17,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,"0",4,"1","1","57.10"
"airbnb",10,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,"1",1,"2.5","1","38.68"
"airbnb",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",8,NULL,NULL,"116.97"
"airbnb",15,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"1",1,"1","0","76.44"
"airbnb",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,"1",3,"1","1","180.52"
"airbnb",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"87.50"
"airbnb",12,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"5",6,"1","2","123.41"
"airbnb",4,2,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1.5","1","55.26"
"booking",12,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"96.0000000000000000"
"airbnb",16,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"3",6,NULL,"2","68.15"
"airbnb",16,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"1",1,"1","0","31.31"
"airbnb",10,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",2,"1","1","58.94"
"airbnb",10,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"2",4,NULL,"1","105.92"
"airbnb",18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,"2",2,"2","1","139.07"
"airbnb",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4,NULL,NULL,"69.08"
"airbnb",20,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",15,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,4,NULL,NULL,NULL
"airbnb",10,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,"1",3,NULL,"1","101.31"
"airbnb",2,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"3",6,"1","2","49.73"
"airbnb",3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"3",5,"1","2","90.26"
"airbnb",4,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",4,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",8,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"2",4,"1","1","46.05"
"airbnb",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,"1",2,"1","1","151.04"
"airbnb",7,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NULL,4,NULL,"1",NULL
"airbnb",7,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"1",2,"1","1","42.37"
"airbnb",7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"booking",3,4,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"187.1666666666666667"
"airbnb",15,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,"0",4,"1","1","97.63"
"airbnb",10,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,2,NULL,"2",NULL
"airbnb",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3,NULL,NULL,"132.62"
"airbnb",3,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,NULL,4,"1","1","82.89"
"airbnb",17,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,"2",4,"1","1","232.09"
"airbnb",17,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1.5","1","36.84"
"airbnb",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9",9,NULL,NULL,"88.42"
"airbnb",15,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"1",2,"1","1","59.87"
"airbnb",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6",6,NULL,NULL,NULL
"airbnb",11,2,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,"1",2,NULL,NULL,"59.87"
"airbnb",7,2,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",2,"1.5","2","46.05"
"airbnb",18,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"2",4,"1","1","87.50"
"airbnb",22,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"0",1,"1","1","25.79"
"airbnb",12,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"4",2,"1.5","1","54.34"
"airbnb",5,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"1",2,"1","0","41.45"
"airbnb",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,NULL,NULL,"41.45"
"airbnb",5,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","0","59.87"
"airbnb",5,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"1",2,"1","0","60.79"
"airbnb",2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NULL,4,NULL,"2",NULL
"airbnb",16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0",2,"1","1","87.50"
"airbnb",17,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,"2",4,"1","1","59.87"
"airbnb",2,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,"1",2,"1","1","57.10"
"airbnb",5,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,"2",3,"1.5","2","91.18"
"airbnb",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2,"1","1","368.40"
"airbnb",10,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,"1",2,"1","1","62.63"
"airbnb",5,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"1",3,"2.5","2","105.92"
"airbnb",2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,"1",2,"1.5","1","77.36"
"airbnb",3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,"1",2,"1.5","1","164.86"
"airbnb",11,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,"2",4,"1","1","54.34"
"airbnb",2,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,NULL,2,NULL,"1",NULL
"airbnb",15,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"3",6,"1.5","2","74.60"
"airbnb",1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,"1",4,"1","1","294.72"
"airbnb",5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,"5",6,"2.5","2","140.91"
"airbnb",21,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"4",4,"1","2","147.36"
"airbnb",13,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,"3",4,"2","2","250.00"
"booking",3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,NULL,NULL,NULL,NULL,"150.0000000000000000"
"airbnb",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4,NULL,NULL,"75.52"
